user_id,monthly_income,current_balance,curr_dining,last_dining,dining_change_pct,curr_shopping,last_shopping,shopping_delta_amt,total_spend,expense_ratio,savings_ratio,goal_target,months_to_goal,goal_shortfall,predicted_balance_15d,agent_ground_truth_advice
978,33769,197793,8060,8371,-3.7,22789,14406,8383,54127,1.6,0.0,50000,-1.0,50000,170730,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
979,75837,357361,5537,6245,-11.3,9989,8787,1202,36912,0.49,0.51,500000,11.0,142639,338905,Goal reach in 11.0 months. Excellent budget discipline!
980,78415,462211,7731,10316,-25.1,13850,16428,-2578,34726,0.44,0.56,100000,0.2,0,444848,Great! Shopping reduced by ₹2578. Goal reach in 0.2 months. Excellent budget discipline!
981,198288,204400,7080,9127,-22.4,2849,1823,1026,28947,0.15,0.85,50000,0.1,0,189926,Goal reach in 0.1 months. Excellent budget discipline!
982,86000,172375,8041,10240,-21.5,3016,3458,-442,50741,0.59,0.41,100000,1.9,0,147004,Goal reach in 1.9 months. Excellent budget discipline!
983,154443,133409,11292,6821,65.6,7529,10424,-2895,42918,0.28,0.72,1000000,8.7,866591,111950,Dining increased by 66%. Great! Shopping reduced by ₹2895. Goal reach in 8.7 months. Excellent budget discipline!
984,170398,22230,13152,14799,-11.1,4282,3387,895,57755,0.34,0.66,500000,4.4,477770,-6648,Goal reach in 4.4 months. Excellent budget discipline!
985,157183,115022,13041,15707,-17.0,11476,11737,-261,47753,0.3,0.7,50000,0.2,0,91146,Goal reach in 0.2 months. Excellent budget discipline!
986,189338,91690,10385,12794,-18.8,15870,10142,5728,45708,0.24,0.76,100000,0.6,0,68836,Goal reach in 0.6 months. Excellent budget discipline!
987,90584,76118,4931,4912,0.4,11890,9528,2362,45694,0.5,0.5,100000,1.9,23882,53271,Goal reach in 1.9 months. Excellent budget discipline!
988,162505,32947,6424,6491,-1.0,3879,3512,367,22450,0.14,0.86,100000,0.7,0,21722,Goal reach in 0.7 months. Excellent budget discipline!
989,64543,106332,2176,1914,13.7,4946,3825,1121,16999,0.26,0.74,1000000,20.6,893668,97832,Goal reach in 20.6 months. Excellent budget discipline!
990,50884,313946,3066,3599,-14.8,2951,3370,-419,16604,0.33,0.67,1000000,27.3,686054,305644,Goal reach in 27.3 months. Excellent budget discipline!
991,131868,427392,2927,3250,-9.9,24836,30848,-6012,41633,0.32,0.68,500000,4.6,72608,406576,Great! Shopping reduced by ₹6012. Goal reach in 4.6 months. Excellent budget discipline!
992,70555,356779,2686,3196,-15.9,18757,13170,5587,56272,0.8,0.2,50000,0.1,0,328643,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
993,160578,148315,10034,10061,-0.3,12257,17029,-4772,57813,0.36,0.64,1000000,9.4,851685,119408,Great! Shopping reduced by ₹4772. Goal reach in 9.4 months. Excellent budget discipline!
994,173995,182225,7177,5248,36.8,7744,8567,-823,41439,0.24,0.76,50000,0.1,0,161506,Dining increased by 37%. Goal reach in 0.1 months. Excellent budget discipline!
995,113793,367811,10643,10992,-3.2,16051,22285,-6234,53626,0.47,0.53,1000000,15.4,632189,340998,Great! Shopping reduced by ₹6234. Goal reach in 15.4 months. Excellent budget discipline!
996,64150,54796,9463,11037,-14.3,21239,20224,1015,62473,0.97,0.03,100000,53.1,45204,23560,Goal reach in 53.1 months. High risk: Expense ratio at 70%+. Reduce wants.
997,81459,310309,14733,13377,10.1,12550,14815,-2265,64539,0.79,0.21,500000,25.9,189691,278040,Great! Shopping reduced by ₹2265. Goal reach in 25.9 months. High risk: Expense ratio at 70%+. Reduce wants.
998,110643,383252,2019,2327,-13.2,15150,10405,4745,58463,0.53,0.47,100000,0.4,0,354020,Goal reach in 0.4 months. Excellent budget discipline!
999,94888,19437,9187,6411,43.3,21915,26964,-5049,54023,0.57,0.43,100000,2.4,80563,-7574,Dining increased by 43%. Great! Shopping reduced by ₹5049. Goal reach in 2.4 months. Excellent budget discipline!
1000,155360,54954,13906,15706,-11.5,9581,9173,408,40998,0.26,0.74,500000,4.3,445046,34455,Goal reach in 4.3 months. Excellent budget discipline!
